记录年月,设备编号,设备类型,所属变电站,月平均负荷率,月最大负荷率,环境温度（℃）,油温（℃）,绕组温度（℃）,绝缘电阻（MΩ）,介质损耗角tanδ,局部放电量（pC）,SF6气体压力（MPa）,距离故障月份,故障时间,故障类型
2023-06-01,EQ-0142,电容器组,临港110kV变电站,0.6016,0.7258,32.4,,,,0.00475,,,-1,2023-07-13 11:29:00,绝缘击穿
2023-07-01,EQ-0142,电容器组,临港110kV变电站,0.8967,1.0364,35.4,,,,0.00378,,,0,2023-07-13 11:29:00,绝缘击穿
2023-04-01,EQ-0329,电力变压器,长沙星沙110kV变电站,0.4583,0.5757,14.6,54.4,68.2,12734.0,0.00381,9.1,,-3,2023-07-14 20:11:00,外力因素
2023-05-01,EQ-0329,电力变压器,长沙星沙110kV变电站,0.4621,0.5956,22.6,58.1,73.4,9085.0,0.00379,6.7,,-2,2023-07-14 20:11:00,外力因素
2023-06-01,EQ-0329,电力变压器,长沙星沙110kV变电站,0.5876,0.7388,30.9,72.5,90.9,9073.0,0.00336,2.4,,-1,2023-07-14 20:11:00,外力因素
2023-07-01,EQ-0329,电力变压器,长沙星沙110kV变电站,0.6965,0.9152,31.0,73.2,87.7,9066.0,0.00313,11.8,,0,2023-07-14 20:11:00,外力因素
2023-04-01,EQ-0189,断路器,杭州滨江110kV变电站,0.4707,0.609,19.6,,,10146.0,,,0.525,-3,2023-07-17 12:01:00,拒动/误动
2023-05-01,EQ-0189,断路器,杭州滨江110kV变电站,0.5211,0.6571,28.0,,,10026.0,,,0.537,-2,2023-07-17 12:01:00,拒动/误动
2023-06-01,EQ-0189,断路器,杭州滨江110kV变电站,0.5392,0.7034,29.9,,,8120.0,,,0.515,-1,2023-07-17 12:01:00,拒动/误动
2023-07-01,EQ-0189,断路器,杭州滨江110kV变电站,0.7787,0.9261,35.1,,,7519.0,,,0.454,0,2023-07-17 12:01:00,拒动/误动
2023-04-01,EQ-0004,电力变压器,龙华220kV变电站,0.4932,0.5686,20.8,57.4,73.5,8028.0,0.00293,6.4,,-3,2023-07-17 13:20:00,绝缘故障
2023-05-01,EQ-0004,电力变压器,龙华220kV变电站,0.5404,0.6487,29.0,66.2,81.6,8880.0,0.00471,8.7,,-2,2023-07-17 13:20:00,绝缘故障
2023-06-01,EQ-0004,电力变压器,龙华220kV变电站,0.614,0.8123,36.5,76.4,93.7,9933.0,0.00311,8.4,,-1,2023-07-17 13:20:00,绝缘故障
2023-07-01,EQ-0004,电力变压器,龙华220kV变电站,0.7519,0.9652,38.3,85.7,102.8,7784.0,0.00334,11.6,,0,2023-07-17 13:20:00,绝缘故障
2023-04-01,EQ-0354,隔离开关,武侯110kV变电站,0.3978,0.5076,17.0,,,,,,,-3,2023-07-20 19:50:00,接触不良
2023-05-01,EQ-0354,隔离开关,武侯110kV变电站,0.4333,0.5505,24.0,,,,,,,-2,2023-07-20 19:50:00,接触不良
2023-06-01,EQ-0354,隔离开关,武侯110kV变电站,0.5249,0.6928,30.0,,,,,,,-1,2023-07-20 19:50:00,接触不良
2023-07-01,EQ-0354,隔离开关,武侯110kV变电站,0.6992,0.8799,32.6,,,,,,,0,2023-07-20 19:50:00,接触不良
2023-04-01,EQ-0187,断路器,杭州滨江110kV变电站,0.5309,0.6768,17.0,,,9643.0,,,0.512,-3,2023-07-23 20:03:00,机械故障
2023-05-01,EQ-0187,断路器,杭州滨江110kV变电站,0.6048,0.7542,24.1,,,7890.0,,,0.493,-2,2023-07-23 20:03:00,机械故障
2023-06-01,EQ-0187,断路器,杭州滨江110kV变电站,0.7349,0.8697,26.6,,,10133.0,,,0.526,-1,2023-07-23 20:03:00,机械故障
2023-07-01,EQ-0187,断路器,杭州滨江110kV变电站,0.9083,1.1,29.4,,,9136.0,,,0.441,0,2023-07-23 20:03:00,机械故障
2023-04-01,EQ-0276,避雷器,天津滨海220kV变电站,0.4763,0.548,12.5,,,,,,,-3,2023-07-25 16:09:00,密封失效
2023-05-01,EQ-0276,避雷器,天津滨海220kV变电站,0.4793,0.6237,24.4,,,,,,,-2,2023-07-25 16:09:00,密封失效
2023-06-01,EQ-0276,避雷器,天津滨海220kV变电站,0.6612,0.7908,25.7,,,,,,,-1,2023-07-25 16:09:00,密封失效
2023-07-01,EQ-0276,避雷器,天津滨海220kV变电站,0.744,0.9427,29.6,,,,,,,0,2023-07-25 16:09:00,密封失效
2023-04-01,EQ-0036,GIS组合电器,龙华220kV变电站,0.5481,0.7114,23.4,61.0,76.5,11603.0,,5.1,0.434,-3,2023-07-26 07:29:00,SF6泄漏
2023-05-01,EQ-0036,GIS组合电器,龙华220kV变电站,0.5373,0.6665,28.3,69.4,86.3,9497.0,,6.5,0.54,-2,2023-07-26 07:29:00,SF6泄漏
2023-06-01,EQ-0036,GIS组合电器,龙华220kV变电站,0.6708,0.8669,33.5,80.9,97.9,9431.0,,19.4,0.532,-1,2023-07-26 07:29:00,SF6泄漏
2023-07-01,EQ-0036,GIS组合电器,龙华220kV变电站,0.8517,1.1,35.4,83.0,103.6,6453.0,,16.3,0.493,0,2023-07-26 07:29:00,SF6泄漏
2023-04-01,EQ-0043,断路器,松山湖220kV变电站,0.3916,0.5215,23.2,,,10295.0,,,0.466,-3,2023-07-31 08:44:00,绝缘故障
2023-05-01,EQ-0043,断路器,松山湖220kV变电站,0.4644,0.6043,27.9,,,7184.0,,,0.442,-2,2023-07-31 08:44:00,绝缘故障
2023-06-01,EQ-0043,断路器,松山湖220kV变电站,0.5536,0.6967,34.4,,,7375.0,,,0.532,-1,2023-07-31 08:44:00,绝缘故障
2023-07-01,EQ-0043,断路器,松山湖220kV变电站,0.6743,0.8768,32.6,,,9165.0,,,0.472,0,2023-07-31 08:44:00,绝缘故障
2023-05-01,EQ-0295,电力变压器,武昌110kV变电站,0.5873,0.708,24.9,63.0,83.3,10749.0,0.00465,15.2,,-3,2023-08-02 06:39:00,油系统故障
2023-06-01,EQ-0295,电力变压器,武昌110kV变电站,0.7095,0.93,30.8,76.7,92.3,10415.0,0.00487,4.0,,-2,2023-08-02 06:39:00,油系统故障
2023-07-01,EQ-0295,电力变压器,武昌110kV变电站,0.7961,0.9775,29.3,76.0,98.3,9477.0,0.00325,5.4,,-1,2023-08-02 06:39:00,油系统故障
2023-08-01,EQ-0295,电力变压器,武昌110kV变电站,0.8227,0.9825,27.9,81.3,104.1,6068.0,0.00393,3.9,,0,2023-08-02 06:39:00,油系统故障
2023-05-01,EQ-0248,电容器组,通州35kV变电站,0.4886,0.617,22.8,,,,0.00505,,,-3,2023-08-06 01:02:00,鼓肚渗油
2023-06-01,EQ-0248,电容器组,通州35kV变电站,0.5565,0.7476,24.2,,,,0.00438,,,-2,2023-08-06 01:02:00,鼓肚渗油
2023-07-01,EQ-0248,电容器组,通州35kV变电站,0.6096,0.7024,29.5,,,,0.00587,,,-1,2023-08-06 01:02:00,鼓肚渗油
2023-08-01,EQ-0248,电容器组,通州35kV变电站,0.7045,0.8404,27.1,,,,0.00554,,,0,2023-08-06 01:02:00,鼓肚渗油
2023-05-01,EQ-0073,断路器,南沙110kV变电站,0.5148,0.6237,28.8,,,12915.0,,,0.527,-3,2023-08-15 06:08:00,过热故障
2023-06-01,EQ-0073,断路器,南沙110kV变电站,0.6405,0.8444,39.6,,,12222.0,,,0.492,-2,2023-08-15 06:08:00,过热故障
2023-07-01,EQ-0073,断路器,南沙110kV变电站,0.7552,0.9605,35.3,,,6721.0,,,0.527,-1,2023-08-15 06:08:00,过热故障
2023-08-01,EQ-0073,断路器,南沙110kV变电站,0.7317,0.9737,33.2,,,9896.0,,,0.509,0,2023-08-15 06:08:00,过热故障
2023-05-01,EQ-0326,避雷器,江夏35kV变电站,0.4509,0.5557,22.6,,,,,,,-3,2023-08-15 14:10:00,密封失效
2023-06-01,EQ-0326,避雷器,江夏35kV变电站,0.5552,0.6516,28.8,,,,,,,-2,2023-08-15 14:10:00,密封失效
2023-07-01,EQ-0326,避雷器,江夏35kV变电站,0.6428,0.758,31.0,,,,,,,-1,2023-08-15 14:10:00,密封失效
2023-08-01,EQ-0326,避雷器,江夏35kV变电站,0.6853,0.8691,29.4,,,,,,,0,2023-08-15 14:10:00,密封失效
2023-05-01,EQ-0316,断路器,江夏35kV变电站,0.5541,0.7358,24.5,,,7488.0,,,0.479,-3,2023-08-15 19:44:00,绝缘故障
2023-06-01,EQ-0316,断路器,江夏35kV变电站,0.7093,0.9364,29.4,,,8190.0,,,0.479,-2,2023-08-15 19:44:00,绝缘故障
2023-07-01,EQ-0316,断路器,江夏35kV变电站,0.893,1.1,27.5,,,8169.0,,,0.47,-1,2023-08-15 19:44:00,绝缘故障
2023-08-01,EQ-0316,断路器,江夏35kV变电站,0.8855,1.1,32.6,,,7927.0,,,0.438,0,2023-08-15 19:44:00,绝缘故障
2023-05-01,EQ-0020,隔离开关,龙华220kV变电站,0.5205,0.6139,28.2,,,,,,,-3,2023-08-15 21:34:00,绝缘故障
2023-06-01,EQ-0020,隔离开关,龙华220kV变电站,0.5906,0.7789,35.9,,,,,,,-2,2023-08-15 21:34:00,绝缘故障
2023-07-01,EQ-0020,隔离开关,龙华220kV变电站,0.6914,0.8006,36.2,,,,,,,-1,2023-08-15 21:34:00,绝缘故障
2023-08-01,EQ-0020,隔离开关,龙华220kV变电站,0.6837,0.9223,34.2,,,,,,,0,2023-08-15 21:34:00,绝缘故障
2023-05-01,EQ-0169,电容器组,苏州工业园220kV变电站,0.5314,0.6188,24.2,,,,0.00491,,,-3,2023-08-17 13:12:00,保护动作
2023-06-01,EQ-0169,电容器组,苏州工业园220kV变电站,0.5608,0.7477,29.1,,,,0.00472,,,-2,2023-08-17 13:12:00,保护动作
2023-07-01,EQ-0169,电容器组,苏州工业园220kV变电站,0.7813,1.0032,31.9,,,,0.00689,,,-1,2023-08-17 13:12:00,保护动作
2023-08-01,EQ-0169,电容器组,苏州工业园220kV变电站,0.7282,0.8388,30.1,,,,0.00613,,,0,2023-08-17 13:12:00,保护动作
2023-05-01,EQ-0082,避雷器,南沙110kV变电站,0.587,0.684,33.2,,,,,,,-3,2023-08-18 04:37:00,阀片劣化
2023-06-01,EQ-0082,避雷器,南沙110kV变电站,0.7071,0.9298,34.4,,,,,,,-2,2023-08-18 04:37:00,阀片劣化
2023-07-01,EQ-0082,避雷器,南沙110kV变电站,0.8435,1.0439,40.5,,,,,,,-1,2023-08-18 04:37:00,阀片劣化
2023-08-01,EQ-0082,避雷器,南沙110kV变电站,0.8601,1.0575,36.7,,,,,,,0,2023-08-18 04:37:00,阀片劣化
2023-05-01,EQ-0381,隔离开关,重庆两江220kV变电站,0.5793,0.7169,22.6,,,,,,,-3,2023-08-20 03:48:00,绝缘故障
2023-06-01,EQ-0381,隔离开关,重庆两江220kV变电站,0.7555,0.9863,28.5,,,,,,,-2,2023-08-20 03:48:00,绝缘故障
2023-07-01,EQ-0381,隔离开关,重庆两江220kV变电站,0.8866,1.1,33.3,,,,,,,-1,2023-08-20 03:48:00,绝缘故障
2023-08-01,EQ-0381,隔离开关,重庆两江220kV变电站,0.9272,1.0664,34.6,,,,,,,0,2023-08-20 03:48:00,绝缘故障
2023-05-01,EQ-0089,电力变压器,前海110kV变电站,0.6504,0.8136,26.7,72.5,92.6,11231.0,0.00224,7.7,,-3,2023-08-22 05:08:00,机械故障
2023-06-01,EQ-0089,电力变压器,前海110kV变电站,0.7188,0.9602,37.2,74.3,92.3,6387.0,0.00221,8.2,,-2,2023-08-22 05:08:00,机械故障
2023-07-01,EQ-0089,电力变压器,前海110kV变电站,0.8899,1.1,33.2,80.6,102.3,13055.0,0.00441,8.7,,-1,2023-08-22 05:08:00,机械故障
2023-08-01,EQ-0089,电力变压器,前海110kV变电站,0.8768,1.1,37.6,89.7,110.7,7383.0,0.00467,11.0,,0,2023-08-22 05:08:00,机械故障
2023-05-01,EQ-0363,避雷器,武侯110kV变电站,0.4613,0.578,24.3,,,,,,,-3,2023-08-23 18:47:00,密封失效
2023-06-01,EQ-0363,避雷器,武侯110kV变电站,0.5788,0.7663,30.9,,,,,,,-2,2023-08-23 18:47:00,密封失效
2023-07-01,EQ-0363,避雷器,武侯110kV变电站,0.6665,0.8046,28.9,,,,,,,-1,2023-08-23 18:47:00,密封失效
2023-08-01,EQ-0363,避雷器,武侯110kV变电站,0.6661,0.8098,30.0,,,,,,,0,2023-08-23 18:47:00,密封失效
2023-05-01,EQ-0270,电容器组,天津滨海220kV变电站,0.5559,0.715,23.0,,,,0.00454,,,-3,2023-08-24 14:04:00,接线故障
2023-06-01,EQ-0270,电容器组,天津滨海220kV变电站,0.6274,0.8362,26.3,,,,0.00513,,,-2,2023-08-24 14:04:00,接线故障
2023-07-01,EQ-0270,电容器组,天津滨海220kV变电站,0.7552,0.905,28.1,,,,0.00523,,,-1,2023-08-24 14:04:00,接线故障
2023-08-01,EQ-0270,电容器组,天津滨海220kV变电站,0.8778,1.1,27.2,,,,0.00688,,,0,2023-08-24 14:04:00,接线故障
2023-05-01,EQ-0374,断路器,重庆两江220kV变电站,0.5608,0.6603,22.9,,,7984.0,,,0.463,-3,2023-08-26 06:04:00,过热故障
2023-06-01,EQ-0374,断路器,重庆两江220kV变电站,0.645,0.7488,26.7,,,9267.0,,,0.461,-2,2023-08-26 06:04:00,过热故障
2023-07-01,EQ-0374,断路器,重庆两江220kV变电站,0.9313,1.1,32.4,,,7419.0,,,0.527,-1,2023-08-26 06:04:00,过热故障
2023-08-01,EQ-0374,断路器,重庆两江220kV变电站,0.8552,1.0472,33.4,,,7990.0,,,0.535,0,2023-08-26 06:04:00,过热故障
2023-05-01,EQ-0014,断路器,龙华220kV变电站,0.49,0.6301,30.1,,,8678.0,,,0.455,-3,2023-08-30 20:24:00,机械故障
2023-06-01,EQ-0014,断路器,龙华220kV变电站,0.6179,0.8229,35.9,,,6912.0,,,0.504,-2,2023-08-30 20:24:00,机械故障
2023-07-01,EQ-0014,断路器,龙华220kV变电站,0.7369,0.8994,42.2,,,6816.0,,,0.479,-1,2023-08-30 20:24:00,机械故障
2023-08-01,EQ-0014,断路器,龙华220kV变电站,0.7359,0.9034,37.4,,,9269.0,,,0.526,0,2023-08-30 20:24:00,机械故障
2023-06-01,EQ-0189,断路器,杭州滨江110kV变电站,0.5392,0.7034,29.9,,,8120.0,,,0.515,-3,2023-09-03 05:22:00,拒动/误动
2023-07-01,EQ-0189,断路器,杭州滨江110kV变电站,0.7787,0.9261,35.1,,,7519.0,,,0.454,-2,2023-09-03 05:22:00,拒动/误动
2023-08-01,EQ-0189,断路器,杭州滨江110kV变电站,0.7465,0.8713,30.4,,,6521.0,,,0.498,-1,2023-09-03 05:22:00,拒动/误动
2023-09-01,EQ-0189,断路器,杭州滨江110kV变电站,0.6015,0.7416,29.0,,,9731.0,,,0.482,0,2023-09-03 05:22:00,拒动/误动
2023-06-01,EQ-0359,电容器组,武侯110kV变电站,0.5957,0.6998,29.1,,,,0.00488,,,-3,2023-09-03 14:06:00,接线故障
2023-07-01,EQ-0359,电容器组,武侯110kV变电站,0.6583,0.877,31.8,,,,0.00401,,,-2,2023-09-03 14:06:00,接线故障
2023-08-01,EQ-0359,电容器组,武侯110kV变电站,0.7646,0.9565,31.6,,,,0.00596,,,-1,2023-09-03 14:06:00,接线故障
2023-09-01,EQ-0359,电容器组,武侯110kV变电站,0.58,0.7099,29.3,,,,0.00555,,,0,2023-09-03 14:06:00,接线故障
2023-06-01,EQ-0398,断路器,成都高新35kV变电站,0.676,0.8953,29.4,,,8700.0,,,0.481,-3,2023-09-06 00:02:00,过热故障
2023-07-01,EQ-0398,断路器,成都高新35kV变电站,0.8181,0.9725,30.7,,,10856.0,,,0.509,-2,2023-09-06 00:02:00,过热故障
2023-08-01,EQ-0398,断路器,成都高新35kV变电站,0.8481,1.0085,28.7,,,8519.0,,,0.454,-1,2023-09-06 00:02:00,过热故障
2023-09-01,EQ-0398,断路器,成都高新35kV变电站,0.6311,0.7998,27.8,,,7182.0,,,0.466,0,2023-09-06 00:02:00,过热故障
2023-06-01,EQ-0046,断路器,松山湖220kV变电站,0.6499,0.8406,32.8,,,7093.0,,,0.538,-3,2023-09-18 20:41:00,拒动/误动
2023-07-01,EQ-0046,断路器,松山湖220kV变电站,0.88,1.0489,38.0,,,8927.0,,,0.532,-2,2023-09-18 20:41:00,拒动/误动
2023-08-01,EQ-0046,断路器,松山湖220kV变电站,0.9274,1.1,35.9,,,8005.0,,,0.492,-1,2023-09-18 20:41:00,拒动/误动
2023-09-01,EQ-0046,断路器,松山湖220kV变电站,0.7591,0.9557,31.1,,,7470.0,,,0.493,0,2023-09-18 20:41:00,拒动/误动
2023-06-01,EQ-0267,隔离开关,天津滨海220kV变电站,0.5891,0.6825,28.1,,,,,,,-3,2023-09-19 13:22:00,机械故障
2023-07-01,EQ-0267,隔离开关,天津滨海220kV变电站,0.7338,0.899,30.8,,,,,,,-2,2023-09-19 13:22:00,机械故障
2023-08-01,EQ-0267,隔离开关,天津滨海220kV变电站,0.7031,0.8715,24.1,,,,,,,-1,2023-09-19 13:22:00,机械故障
2023-09-01,EQ-0267,隔离开关,天津滨海220kV变电站,0.5563,0.7134,25.1,,,,,,,0,2023-09-19 13:22:00,机械故障
2023-06-01,EQ-0253,电力变压器,天津滨海220kV变电站,0.5213,0.609,25.5,65.5,80.1,9414.0,0.0051,9.8,,-3,2023-09-22 09:41:00,油系统故障
2023-07-01,EQ-0253,电力变压器,天津滨海220kV变电站,0.7266,0.8811,30.9,73.7,95.0,6109.0,0.00479,9.0,,-2,2023-09-22 09:41:00,油系统故障
2023-08-01,EQ-0253,电力变压器,天津滨海220kV变电站,0.7203,0.8572,29.1,72.6,92.2,10721.0,0.00644,9.0,,-1,2023-09-22 09:41:00,油系统故障
2023-09-01,EQ-0253,电力变压器,天津滨海220kV变电站,0.5096,0.6176,19.6,55.2,70.3,8189.0,0.00455,17.5,,0,2023-09-22 09:41:00,油系统故障
2023-06-01,EQ-0426,GIS组合电器,沈阳浑南110kV变电站,0.7141,0.8632,21.9,64.7,83.8,9365.0,,10.4,0.51,-3,2023-09-25 19:16:00,SF6泄漏
2023-07-01,EQ-0426,GIS组合电器,沈阳浑南110kV变电站,0.7576,0.8843,26.6,77.2,97.5,6804.0,,14.2,0.52,-2,2023-09-25 19:16:00,SF6泄漏
2023-08-01,EQ-0426,GIS组合电器,沈阳浑南110kV变电站,0.8252,1.0922,22.8,79.5,97.2,9015.0,,7.8,0.47,-1,2023-09-25 19:16:00,SF6泄漏
2023-09-01,EQ-0426,GIS组合电器,沈阳浑南110kV变电站,0.6338,0.78,16.8,60.2,81.0,9277.0,,13.0,0.466,0,2023-09-25 19:16:00,SF6泄漏
2023-06-01,EQ-0249,避雷器,通州35kV变电站,0.5915,0.6874,24.2,,,,,,,-3,2023-09-25 20:15:00,密封失效
2023-07-01,EQ-0249,避雷器,通州35kV变电站,0.7143,0.8847,31.8,,,,,,,-2,2023-09-25 20:15:00,密封失效
2023-08-01,EQ-0249,避雷器,通州35kV变电站,0.7502,0.9771,30.1,,,,,,,-1,2023-09-25 20:15:00,密封失效
2023-09-01,EQ-0249,避雷器,通州35kV变电站,0.6149,0.7745,23.7,,,,,,,0,2023-09-25 20:15:00,密封失效
2023-06-01,EQ-0188,断路器,杭州滨江110kV变电站,0.7316,0.9398,30.7,,,9175.0,,,0.441,-3,2023-09-26 23:45:00,拒动/误动
2023-07-01,EQ-0188,断路器,杭州滨江110kV变电站,0.934,1.1,31.0,,,7572.0,,,0.485,-2,2023-09-26 23:45:00,拒动/误动
2023-08-01,EQ-0188,断路器,杭州滨江110kV变电站,0.871,1.0294,32.7,,,5909.0,,,0.45,-1,2023-09-26 23:45:00,拒动/误动
2023-09-01,EQ-0188,断路器,杭州滨江110kV变电站,0.6925,0.7999,28.1,,,10990.0,,,0.458,0,2023-09-26 23:45:00,拒动/误动
2023-06-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.6865,0.8155,29.2,,,,,,,-3,2023-09-30 01:27:00,密封失效
2023-07-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.9078,1.0793,29.6,,,,,,,-2,2023-09-30 01:27:00,密封失效
2023-08-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.8457,1.1,28.3,,,,,,,-1,2023-09-30 01:27:00,密封失效
2023-09-01,EQ-0294,避雷器,石家庄高新35kV变电站,0.6505,0.7588,21.6,,,,,,,0,2023-09-30 01:27:00,密封失效
2023-07-01,EQ-0254,电力变压器,天津滨海220kV变电站,0.8319,0.9645,29.6,73.8,96.7,5896.0,0.00395,12.6,,-3,2023-10-01 02:59:00,绝缘故障
2023-08-01,EQ-0254,电力变压器,天津滨海220kV变电站,0.8523,0.996,29.9,77.9,101.2,9231.0,0.00335,6.8,,-2,2023-10-01 02:59:00,绝缘故障
2023-09-01,EQ-0254,电力变压器,天津滨海220kV变电站,0.6279,0.7399,23.7,71.9,87.4,9424.0,0.00282,11.6,,-1,2023-10-01 02:59:00,绝缘故障
2023-10-01,EQ-0254,电力变压器,天津滨海220kV变电站,0.5669,0.7535,16.6,57.5,70.9,6535.0,0.00424,6.9,,0,2023-10-01 02:59:00,绝缘故障
2023-07-01,EQ-0171,电容器组,苏州工业园220kV变电站,0.7364,0.9856,33.8,,,,0.00243,,,-3,2023-10-03 05:27:00,鼓肚渗油
2023-08-01,EQ-0171,电容器组,苏州工业园220kV变电站,0.8005,1.0606,30.5,,,,0.00452,,,-2,2023-10-03 05:27:00,鼓肚渗油
2023-09-01,EQ-0171,电容器组,苏州工业园220kV变电站,0.5825,0.7199,26.8,,,,0.00443,,,-1,2023-10-03 05:27:00,鼓肚渗油
2023-10-01,EQ-0171,电容器组,苏州工业园220kV变电站,0.5116,0.6043,19.6,,,,0.00603,,,0,2023-10-03 05:27:00,鼓肚渗油
2023-07-01,EQ-0306,隔离开关,武昌110kV变电站,0.7433,0.9547,29.3,,,,,,,-3,2023-10-07 00:35:00,接触不良
2023-08-01,EQ-0306,隔离开关,武昌110kV变电站,0.7875,0.9322,29.4,,,,,,,-2,2023-10-07 00:35:00,接触不良
2023-09-01,EQ-0306,隔离开关,武昌110kV变电站,0.5978,0.7861,23.6,,,,,,,-1,2023-10-07 00:35:00,接触不良
2023-10-01,EQ-0306,隔离开关,武昌110kV变电站,0.5029,0.6684,15.0,,,,,,,0,2023-10-07 00:35:00,接触不良
2023-07-01,EQ-0209,隔离开关,昆山35kV变电站,0.7684,0.9515,32.2,,,,,,,-3,2023-10-07 01:49:00,机械故障
2023-08-01,EQ-0209,隔离开关,昆山35kV变电站,0.7773,0.967,31.8,,,,,,,-2,2023-10-07 01:49:00,机械故障
2023-09-01,EQ-0209,隔离开关,昆山35kV变电站,0.6069,0.7688,29.9,,,,,,,-1,2023-10-07 01:49:00,机械故障
2023-10-01,EQ-0209,隔离开关,昆山35kV变电站,0.4846,0.6069,21.5,,,,,,,0,2023-10-07 01:49:00,机械故障
2023-07-01,EQ-0144,避雷器,临港110kV变电站,0.7167,0.9073,33.9,,,,,,,-3,2023-10-08 13:03:00,阀片劣化
2023-08-01,EQ-0144,避雷器,临港110kV变电站,0.7636,1.014,34.0,,,,,,,-2,2023-10-08 13:03:00,阀片劣化
2023-09-01,EQ-0144,避雷器,临港110kV变电站,0.6351,0.7541,24.3,,,,,,,-1,2023-10-08 13:03:00,阀片劣化
2023-10-01,EQ-0144,避雷器,临港110kV变电站,0.5011,0.6387,19.2,,,,,,,0,2023-10-08 13:03:00,阀片劣化
2023-07-01,EQ-0012,断路器,龙华220kV变电站,0.7441,0.9068,36.9,,,10145.0,,,0.485,-3,2023-10-17 21:35:00,拒动/误动
2023-08-01,EQ-0012,断路器,龙华220kV变电站,0.7611,0.9823,36.3,,,6699.0,,,0.514,-2,2023-10-17 21:35:00,拒动/误动
2023-09-01,EQ-0012,断路器,龙华220kV变电站,0.6264,0.7928,33.6,,,10631.0,,,0.447,-1,2023-10-17 21:35:00,拒动/误动
2023-10-01,EQ-0012,断路器,龙华220kV变电站,0.5403,0.6736,24.2,,,6791.0,,,0.463,0,2023-10-17 21:35:00,拒动/误动
2023-07-01,EQ-0301,断路器,武昌110kV变电站,0.6553,0.7776,33.1,,,7485.0,,,0.497,-3,2023-10-20 05:06:00,绝缘故障
2023-08-01,EQ-0301,断路器,武昌110kV变电站,0.628,0.7946,30.7,,,10492.0,,,0.444,-2,2023-10-20 05:06:00,绝缘故障
2023-09-01,EQ-0301,断路器,武昌110kV变电站,0.564,0.7311,27.0,,,8912.0,,,0.492,-1,2023-10-20 05:06:00,绝缘故障
2023-10-01,EQ-0301,断路器,武昌110kV变电站,0.4135,0.4863,18.7,,,9165.0,,,0.533,0,2023-10-20 05:06:00,绝缘故障
2023-07-01,EQ-0017,隔离开关,龙华220kV变电站,0.8655,1.0278,38.9,,,,,,,-3,2023-10-23 22:14:00,外力因素
2023-08-01,EQ-0017,隔离开关,龙华220kV变电站,0.8564,1.0546,34.0,,,,,,,-2,2023-10-23 22:14:00,外力因素
2023-09-01,EQ-0017,隔离开关,龙华220kV变电站,0.7341,0.9067,30.1,,,,,,,-1,2023-10-23 22:14:00,外力因素
2023-10-01,EQ-0017,隔离开关,龙华220kV变电站,0.5491,0.6349,23.6,,,,,,,0,2023-10-23 22:14:00,外力因素
2023-07-01,EQ-0194,电容器组,杭州滨江110kV变电站,0.6088,0.786,34.7,,,,0.00429,,,-3,2023-10-26 18:04:00,保护动作
2023-08-01,EQ-0194,电容器组,杭州滨江110kV变电站,0.6605,0.8617,32.8,,,,0.00468,,,-2,2023-10-26 18:04:00,保护动作
2023-09-01,EQ-0194,电容器组,杭州滨江110kV变电站,0.5041,0.5959,30.3,,,,0.00368,,,-1,2023-10-26 18:04:00,保护动作
2023-10-01,EQ-0194,电容器组,杭州滨江110kV变电站,0.4559,0.5265,20.4,,,,0.00505,,,0,2023-10-26 18:04:00,保护动作
2023-07-01,EQ-0084,避雷器,南沙110kV变电站,0.9397,1.1,35.6,,,,,,,-3,2023-10-27 05:59:00,阀片劣化
2023-08-01,EQ-0084,避雷器,南沙110kV变电站,0.9716,1.1,37.0,,,,,,,-2,2023-10-27 05:59:00,阀片劣化
2023-09-01,EQ-0084,避雷器,南沙110kV变电站,0.6777,0.8746,29.9,,,,,,,-1,2023-10-27 05:59:00,阀片劣化
2023-10-01,EQ-0084,避雷器,南沙110kV变电站,0.5274,0.6972,21.9,,,,,,,0,2023-10-27 05:59:00,阀片劣化
2023-07-01,EQ-0239,电力变压器,通州35kV变电站,0.7396,0.8521,28.6,76.4,96.5,6900.0,0.00519,4.5,,-3,2023-10-29 08:13:00,绝缘故障
2023-08-01,EQ-0239,电力变压器,通州35kV变电站,0.6615,0.8365,26.6,71.0,89.3,10136.0,0.00311,10.4,,-2,2023-10-29 08:13:00,绝缘故障
2023-09-01,EQ-0239,电力变压器,通州35kV变电站,0.4881,0.6334,23.4,64.2,80.1,9379.0,0.00567,5.4,,-1,2023-10-29 08:13:00,绝缘故障
2023-10-01,EQ-0239,电力变压器,通州35kV变电站,0.4611,0.6063,17.2,48.2,63.2,11710.0,0.00406,4.1,,0,2023-10-29 08:13:00,绝缘故障
2023-08-01,EQ-0243,断路器,通州35kV变电站,0.6629,0.7906,25.6,,,8952.0,,,0.438,-3,2023-11-01 02:12:00,拒动/误动
2023-09-01,EQ-0243,断路器,通州35kV变电站,0.5308,0.709,25.3,,,8905.0,,,0.489,-2,2023-11-01 02:12:00,拒动/误动
2023-10-01,EQ-0243,断路器,通州35kV变电站,0.4402,0.5581,16.2,,,8509.0,,,0.451,-1,2023-11-01 02:12:00,拒动/误动
2023-11-01,EQ-0243,断路器,通州35kV变电站,0.4473,0.5882,9.3,,,6096.0,,,0.501,0,2023-11-01 02:12:00,拒动/误动
