设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0390,重庆两江220kV_避雷器_05,避雷器,220kV,重庆两江220kV变电站,西南,ABB,2014-06-18,20,12,rated_voltage_kv=113.1,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.00126582278482,79,7,0.08860759493670886,9,2.6666666666666665,1,0.1111111111111111,0.524519512195122,0.6587999999999999,58.81707317073171,9012.036585365855,100.0,96.78870235099855,59.154061881956046,80.20949367088608,80.0,49.60629921259844,81.18060681848368,良
EQ-0105,前海110kV_GIS组合电器_01,GIS组合电器,110kV,前海110kV变电站,华南,新东北电气,2021-07-10,35,5,rated_current_a=2738.2; sf6_pressure_mpa=0.6,正常运行,0.14285714285714285,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.61025641025641,39,7,0.1794871794871795,11,2.272727272727273,1,0.09090909090909091,0.6065243902439025,0.7553121951219512,63.78780487804878,10170.609756097561,100.0,96.78870235099855,42.64290988269463,65.88205128205128,83.63636363636364,100.0,81.1322665026827,良
EQ-0345,长沙星沙110kV_GIS组合电器_01,GIS组合电器,110kV,长沙星沙110kV变电站,华中,平高电气,2013-12-10,35,13,rated_current_a=2000.6; sf6_pressure_mpa=0.4,正常运行,0.37142857142857144,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.77297297297297,37,4,0.10810810810810811,9,0.0,0,0.0,0.6275560975609756,0.7866707317073172,59.109756097560975,9307.487804878048,100.0,96.78870235099855,38.49472424056062,77.17027027027027,100.0,74.80314960629921,81.1125408194823,良
EQ-0304,武昌110kV_隔离开关_02,隔离开关,110kV,武昌110kV变电站,华中,河南森源,2016-09-06,30,10,rated_current_a=1289.9,正常运行,0.3333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.11842105263158,38,3,0.07894736842105263,9,2.5555555555555554,1,0.1111111111111111,0.6095219512195122,0.7572146341463415,58.81707317073171,9012.036585365855,100.0,96.78870235099855,41.39178252292899,82.21710526315789,80.0,79.00262467191601,80.86892523145079,良
EQ-0380,重庆两江220kV_隔离开关_04,隔离开关,220kV,重庆两江220kV变电站,西南,西门子,2015-03-20,30,11,rated_current_a=1658.8,正常运行,0.36666666666666664,1.0,6.3,0.0,0.0,1.0,6.3,29513.7,0.9997865853658536,88.46410256410256,78,5,0.0641025641025641,9,4.0,2,0.2222222222222222,0.5653756097560976,0.7090024390243902,58.81707317073171,9012.036585365855,100.0,97.81102237614904,50.36163669760469,84.61666666666667,60.0,75.32808398950132,80.85984021370088,良
EQ-0329,长沙星沙110kV_电力变压器_03,电力变压器,110kV,长沙星沙110kV变电站,华中,保变电气,2015-07-08,30,11,rated_capacity_mva=156.8; rated_current_a=82.8,正常运行,0.36666666666666664,1.0,3.0,0.0,0.0,1.0,3.0,29517.0,0.9998983739837398,86.05,38,6,0.15789473684210525,11,3.0,2,0.18181818181818182,0.565080487804878,0.7007585365853659,56.65609756097561,9354.80487804878,100.0,99.19939299974885,56.675372178777494,69.34078947368421,67.27272727272728,75.32808398950132,80.83615258298077,良
EQ-0018,龙华220kV_隔离开关_03,隔离开关,35kV,龙华220kV变电站,华南,西电集团,2007-05-05,30,19,rated_current_a=2829.6,正常运行,0.6333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.5,38,4,0.10526315789473684,10,3.0,1,0.1,0.5206341463414634,0.6525195121951219,58.81707317073171,9012.036585365855,100.0,96.78870235099855,60.12269708659337,76.96052631578948,82.0,45.93175853018373,80.7195346879052,良
EQ-0014,龙华220kV_断路器_09,断路器,220kV,龙华220kV变电站,华南,平高电气,2013-05-07,25,13,rated_current_a=1802.7; breaking_capacity_ka=60.3,正常运行,0.52,1.0,2.7,0.0,0.0,1.0,2.7,29517.3,0.9999085365853658,87.48589743589743,78,5,0.0641025641025641,11,4.181818181818182,2,0.18181818181818182,0.5665560975609756,0.7085658536585365,58.81707317073171,9299.146341463415,100.0,99.3256085109852,52.27094874879033,84.1275641025641,67.27272727272728,58.425196850393704,80.50823847965182,良
EQ-0378,重庆两江220kV_隔离开关_02,隔离开关,220kV,重庆两江220kV变电站,西南,西电集团,2011-04-09,30,15,rated_current_a=1844.1,正常运行,0.5,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.0525641025641,78,14,0.1794871794871795,10,2.3,1,0.1,0.527590243902439,0.6594536585365854,58.81707317073171,9012.036585365855,100.0,96.78870235099855,58.76760485317738,66.60320512820513,82.0,60.629921259842526,80.36473433605022,良
EQ-0104,前海110kV_避雷器_04,避雷器,110kV,前海110kV变电站,华南,ABB,2015-05-05,20,11,rated_voltage_kv=126.6,正常运行,0.55,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.11578947368422,38,3,0.07894736842105263,10,1.7,2,0.2,0.5287170731707317,0.6599292682926828,58.81707317073171,9012.036585365855,100.0,96.78870235099855,58.6050565007722,81.71578947368423,64.0,55.118110236220474,80.24793121502884,良
EQ-0341,长沙星沙110kV_避雷器_01,避雷器,110kV,长沙星沙110kV变电站,华中,中国西电,2015-10-04,20,11,rated_voltage_kv=102.7,正常运行,0.55,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.95853658536586,41,4,0.0975609756097561,10,2.3,1,0.1,0.5631585365853659,0.6980536585365854,58.81707317073171,9012.036585365855,100.0,96.78870235099855,51.562148507370814,78.84512195121951,82.0,55.118110236220474,80.20874948797885,良
EQ-0127,张江110kV_GIS组合电器_01,GIS组合电器,110kV,张江110kV变电站,华东,ABB,2015-04-14,35,11,rated_current_a=2130.5; sf6_pressure_mpa=0.5,正常运行,0.3142857142857143,1.0,10.1,0.0,0.0,1.0,10.1,29509.9,0.9996578590785908,86.505,40,4,0.1,10,5.4,2,0.2,0.5953585365853659,0.7389121951219513,57.8609756097561,9332.853658536585,100.0,96.21229256715533,48.15436725729444,78.2525,64.0,81.10236220472441,80.12144318536241,良
EQ-0244,通州35kV_隔离开关_01,隔离开关,220kV,通州35kV变电站,华北,西门子,2013-02-08,30,13,rated_current_a=2084.6,带病运行,0.43333333333333335,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,89.32000000000001,80,6,0.075,10,0.0,0,0.0,0.6585878048780488,0.8021634146341463,58.81707317073171,9012.036585365855,100.0,96.78870235099855,32.181939002333124,83.41,100.0,67.97900262467192,80.10352853313354,良
EQ-0337,长沙星沙110kV_隔离开关_03,隔离开关,220kV,长沙星沙110kV变电站,华中,河南森源,2017-05-12,30,9,rated_current_a=1710.3,正常运行,0.3,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.41875,80,6,0.075,11,2.6363636363636362,1,0.09090909090909091,0.6462170731707317,0.8003975609756098,58.81707317073171,9012.036585365855,100.0,96.78870235099855,33.66251916866808,82.459375,83.63636363636364,82.67716535433071,80.09050345300275,良
EQ-0181,苏州工业园220kV_GIS组合电器_03,GIS组合电器,220kV,苏州工业园220kV变电站,华东,西电集团,2012-06-22,35,14,rated_current_a=2135.7; sf6_pressure_mpa=0.5,备用,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.20370370370371,81,10,0.12345679012345678,10,2.3,1,0.1,0.5842365853658537,0.7295317073170732,59.239024390243905,8916.829268292682,100.0,96.78870235099855,45.25363653657288,74.58333333333334,82.0,71.65354330708661,79.96132210822296,良
EQ-0357,武侯110kV_隔离开关_04,隔离开关,110kV,武侯110kV变电站,西南,新东北电气,2017-10-14,30,9,rated_current_a=1497.3,正常运行,0.3,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.785,40,5,0.125,10,2.0,1,0.1,0.616790243902439,0.7711463414634147,58.81707317073171,9012.036585365855,100.0,96.78870235099855,39.38777535893985,74.6425,82.0,82.67716535433071,79.89938707742076,良
EQ-0241,通州35kV_断路器_02,断路器,35kV,通州35kV变电站,华北,河南森源,2012-09-10,25,14,rated_current_a=2976.9; breaking_capacity_ka=42.0,检修停运,0.56,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,89.16111111111111,36,1,0.027777777777777776,10,3.2,2,0.2,0.5495634146341464,0.6902024390243903,58.81707317073171,8588.414634146342,100.0,96.78870235099855,50.76206384644156,90.41388888888889,64.0,54.01574803149607,79.87381137597097,良
EQ-0002,龙华220kV_电力变压器_02,电力变压器,220kV,龙华220kV变电站,华南,保变电气,2012-12-06,30,14,rated_capacity_mva=50.0; rated_current_a=609.0,正常运行,0.4666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.97999999999999,80,11,0.1375,11,2.5454545454545454,1,0.09090909090909091,0.5626731707317073,0.7025707317073171,61.62682926829268,9205.585365853658,100.0,96.78870235099855,48.43844197868493,73.365,83.63636363636364,64.30446194225722,79.84426142379878,良
EQ-0054,松山湖220kV_隔离开关_04,隔离开关,110kV,松山湖220kV变电站,华南,新东北电气,2013-05-18,30,13,rated_current_a=1265.4,备用,0.43333333333333335,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.04146341463414,41,5,0.12195121951219512,11,0.9090909090909091,1,0.09090909090909091,0.5887878048780488,0.7416975609756098,58.81707317073171,9012.036585365855,100.0,96.78870235099855,44.97781443668132,75.2280487804878,83.63636363636364,67.97900262467192,79.7990473007127,良
EQ-0106,前海110kV_GIS组合电器_02,GIS组合电器,110kV,前海110kV变电站,华南,ABB,2017-08-14,35,9,rated_current_a=3637.5; sf6_pressure_mpa=0.6,正常运行,0.2571428571428571,1.0,12.0,1.0,1.0,3.0,12.0,29508.0,0.9995934959349594,87.43589743589743,39,2,0.05128205128205128,11,0.0,0,0.0,0.5889048780487804,0.7367243902439025,62.87317073170732,9477.292682926829,81.81818181818181,95.41292766265848,42.6848021244684,86.02564102564102,100.0,87.40157480314961,79.71809504613194,良
EQ-0402,成都高新35kV_隔离开关_03,隔离开关,220kV,成都高新35kV变电站,西南,新东北电气,2018-10-24,30,8,rated_current_a=1079.1,正常运行,0.26666666666666666,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.54556962025318,79,6,0.0759493670886076,11,4.636363636363637,2,0.18181818181818182,0.6230439024390244,0.7770975609756098,58.81707317073171,9012.036585365855,100.0,96.78870235099855,38.19438797758342,82.38037974683544,67.27272727272728,86.35170603674541,79.71611835868899,良
EQ-0278,天津滨海220kV_避雷器_06,避雷器,220kV,天津滨海220kV变电站,华北,浙江金利华,2013-02-17,20,13,rated_voltage_kv=63.5,正常运行,0.65,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.06666666666666,78,6,0.07692307692307693,9,4.888888888888889,2,0.2222222222222222,0.5088365853658536,0.6411853658536585,58.81707317073171,9012.036585365855,100.0,96.78870235099855,62.383452230410775,82.49487179487178,60.0,44.094488188976385,79.61811050441028,良
EQ-0150,苏州工业园220kV_电力变压器_03,电力变压器,220kV,苏州工业园220kV变电站,华东,西电集团,2014-10-23,30,12,rated_capacity_mva=108.9; rated_current_a=371.3,正常运行,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.06455696202532,79,8,0.10126582278481013,9,5.0,2,0.2222222222222222,0.579790243902439,0.710370731707317,58.69512195121951,9445.756097560976,100.0,96.78870235099855,51.89341188630231,77.84240506329114,60.0,71.65354330708661,79.57813793766252,良
EQ-0085,南沙110kV_避雷器_04,避雷器,110kV,南沙110kV变电站,华南,中国西电,2016-07-19,20,10,rated_voltage_kv=93.9,正常运行,0.5,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.38378378378378,37,3,0.08108108108108109,11,1.6363636363636365,1,0.09090909090909091,0.5990707317073171,0.7513512195121951,58.81707317073171,9012.036585365855,100.0,96.78870235099855,43.02712773833834,81.02972972972972,83.63636363636364,60.629921259842526,79.54425396694745,良
EQ-0339,长沙星沙110kV_电容器组_01,电容器组,10kV,长沙星沙110kV变电站,华中,荣信股份,2015-11-11,20,11,rated_capacity_mvar=7.1,正常运行,0.55,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.33846153846153,39,0,0.0,10,1.7,1,0.1,0.6241853658536586,0.7793853658536585,58.81707317073171,9012.036585365855,100.0,96.78870235099855,37.87088044512802,92.66923076923077,82.0,55.118110236220474,79.54411219823199,良
EQ-0144,临港110kV_避雷器_02,避雷器,220kV,临港110kV变电站,华东,河南久盛,2016-07-01,20,10,rated_voltage_kv=181.0,带病运行,0.5,1.0,13.2,0.0,0.0,1.0,13.2,29506.8,0.9995528455284552,86.24691358024691,81,7,0.08641975308641975,10,2.0,1,0.1,0.5862585365853659,0.734329268292683,58.81707317073171,9012.036585365855,100.0,94.90806561771308,45.896849970794285,80.1604938271605,82.0,60.629921259842526,79.44804931775981,良
EQ-0379,重庆两江220kV_隔离开关_03,隔离开关,220kV,重庆两江220kV变电站,西南,河南森源,2010-10-19,30,16,rated_current_a=2705.1,备用,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.22317073170731,82,12,0.14634146341463414,9,1.7777777777777777,1,0.1111111111111111,0.5509073170731708,0.6877951219512195,58.81707317073171,9012.036585365855,100.0,96.78870235099855,53.77689851059595,70.66036585365853,80.0,56.955380577427825,79.40771310811047,良
EQ-0035,龙华220kV_GIS组合电器_01,GIS组合电器,110kV,龙华220kV变电站,华南,西门子,2012-02-03,35,14,rated_current_a=2032.7; sf6_pressure_mpa=0.6,带病运行,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.95675675675676,37,0,0.0,11,2.1818181818181817,2,0.18181818181818182,0.6105731707317074,0.7524024390243903,63.21951219512195,8964.878048780487,100.0,96.78870235099855,34.91130026087729,94.47837837837838,67.27272727272728,71.65354330708661,79.40438433711333,良
EQ-0366,重庆两江220kV_电力变压器_02,电力变压器,220kV,重庆两江220kV变电站,西南,ABB,2012-02-04,30,14,rated_capacity_mva=135.3; rated_current_a=558.4,正常运行,0.4666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.92125,80,9,0.1125,10,3.2,2,0.2,0.5624829268292684,0.7000878048780488,56.25365853658537,8759.658536585366,100.0,96.78870235099855,53.46310733800644,76.585625,64.0,64.30446194225722,79.36865188202673,良
EQ-0178,苏州工业园220kV_避雷器_07,避雷器,220kV,苏州工业园220kV变电站,华东,ABB,2014-06-25,20,12,rated_voltage_kv=193.2,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.82151898734176,79,8,0.10126582278481013,11,4.818181818181818,3,0.2727272727272727,0.49439999999999995,0.6237073170731707,58.81707317073171,9012.036585365855,100.0,96.78870235099855,65.46730985481581,78.72088607594935,50.909090909090914,49.60629921259844,79.31087436472421,良
EQ-0223,亦庄110kV_断路器_06,断路器,110kV,亦庄110kV变电站,华北,沈阳高开,2015-11-19,25,11,rated_current_a=1413.3; breaking_capacity_ka=45.3,带病运行,0.44,1.0,10.2,0.0,0.0,1.0,10.2,29509.8,0.9996544715447154,87.0078947368421,38,4,0.10526315789473684,9,4.333333333333333,2,0.2222222222222222,0.5586439024390244,0.7054853658536585,58.81707317073171,9307.829268292682,100.0,96.17022073007655,53.44992439315872,77.71447368421053,60.0,67.24409448818898,79.30560952609754,良
EQ-0086,南沙110kV_GIS组合电器_01,GIS组合电器,110kV,南沙110kV变电站,华南,平高电气,2014-09-07,35,12,rated_current_a=2963.9; sf6_pressure_mpa=0.5,正常运行,0.34285714285714286,1.0,10.4,0.0,0.0,1.0,10.4,29509.6,0.9996476964769647,89.39756097560976,41,1,0.024390243902439025,10,1.2,2,0.2,0.6279439024390244,0.7771780487804878,62.64878048780488,9562.682926829268,100.0,96.08607705591898,35.867956060059115,91.04024390243903,64.0,77.95275590551181,79.24211879911267,良
EQ-0265,天津滨海220kV_隔离开关_02,隔离开关,220kV,天津滨海220kV变电站,华北,长征电气,2012-10-25,30,14,rated_current_a=2482.2,正常运行,0.4666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.26625,80,9,0.1125,10,1.6,1,0.1,0.6002682926829268,0.7483682926829268,58.81707317073171,9012.036585365855,100.0,96.78870235099855,43.16119719973222,77.258125,82.0,64.30446194225722,79.20914485437189,良
EQ-0239,通州35kV_电力变压器_02,电力变压器,35kV,通州35kV变电站,华北,西门子,2014-05-08,30,12,rated_capacity_mva=72.5; rated_current_a=574.7,正常运行,0.4,2.0,14.0,0.0,0.0,2.0,7.0,14753.0,0.9995257452574525,84.78571428571429,35,2,0.05714285714285714,11,3.3636363636363638,2,0.18181818181818182,0.5206878048780488,0.6469536585365854,53.85121951219512,9681.487804878048,90.9090909090909,77.52143902150374,72.55393284400655,83.82142857142858,67.27272727272728,71.65354330708661,79.20818844407047,良
EQ-0100,前海110kV_电容器组_02,电容器组,10kV,前海110kV变电站,华南,思源电气,2021-10-23,20,5,rated_capacity_mvar=9.5,带病运行,0.25,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.9219512195122,41,3,0.07317073170731707,9,2.4444444444444446,1,0.1111111111111111,0.6786804878048781,0.8277365853658536,58.81707317073171,9012.036585365855,100.0,96.78870235099855,27.78014341256523,82.98536585365854,80.0,88.18897637795276,79.18047166855682,良
EQ-0426,沈阳浑南110kV_GIS组合电器_01,GIS组合电器,110kV,沈阳浑南110kV变电站,东北,西电集团,2011-10-01,35,15,rated_current_a=3505.2; sf6_pressure_mpa=0.5,正常运行,0.42857142857142855,1.0,5.4,0.0,0.0,1.0,5.4,29514.6,0.9998170731707317,85.3275,40,7,0.175,10,1.7,1,0.1,0.6169829268292683,0.7703365853658537,52.582926829268295,8804.829268292682,100.0,98.18966890985807,47.148952607032086,66.41375,82.0,68.50393700787401,79.08018050416544,良
EQ-0216,亦庄110kV_电力变压器_02,电力变压器,110kV,亦庄110kV变电站,华北,西门子,2013-02-17,30,13,rated_capacity_mva=138.7; rated_current_a=117.5,检修停运,0.43333333333333335,1.0,4.6,0.0,0.0,1.0,4.6,29515.4,0.9998441734417345,87.43076923076923,39,4,0.10256410256410256,10,0.0,0,0.0,0.6894707317073171,0.8451121951219512,57.9390243902439,9359.439024390244,100.0,98.52624360648834,28.801777153322977,78.33076923076922,100.0,67.97900262467192,79.01311979904484,良
EQ-0322,江夏35kV_电容器组_01,电容器组,35kV,江夏35kV变电站,华中,西门子,2010-06-02,20,16,rated_capacity_mvar=26.4,正常运行,0.8,1.0,9.3,0.0,0.0,1.0,9.3,29510.7,0.9996849593495936,86.26756756756757,37,7,0.1891891891891892,9,0.0,0,0.0,0.5178951219512195,0.6468829268292683,58.81707317073171,9012.036585365855,100.0,96.5488672637856,60.91189145013937,64.7554054054054,100.0,27.559055118110237,78.96136806540683,良
EQ-0185,杭州滨江110kV_断路器_01,断路器,110kV,杭州滨江110kV变电站,华东,西门子,2013-09-06,25,13,rated_current_a=2250.9; breaking_capacity_ka=38.2,正常运行,0.52,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.74102564102564,39,3,0.07692307692307693,10,0.0,0,0.0,0.6671414634146342,0.8225487804878049,58.81707317073171,9328.512195121952,100.0,96.78870235099855,31.674271259818735,82.83205128205128,100.0,58.425196850393704,78.95992209951052,良
EQ-0071,南沙110kV_断路器_01,断路器,110kV,南沙110kV变电站,华南,西门子,2019-06-08,25,7,rated_current_a=3523.6; breaking_capacity_ka=32.7,正常运行,0.28,1.0,35.8,1.0,1.0,3.0,35.8,29484.2,0.9987872628726288,87.39500000000001,40,0,0.0,10,5.7,3,0.3,0.5095024390243903,0.6400536585365854,58.81707317073171,10287.170731707318,81.81818181818181,85.39983043790836,71.28256396177085,93.6975,46.00000000000001,84.88188976377953,78.93383831085924,良
EQ-0266,天津滨海220kV_隔离开关_03,隔离开关,220kV,天津滨海220kV变电站,华北,长征电气,2009-07-20,30,17,rated_current_a=2732.9,正常运行,0.5666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.71341463414635,82,14,0.17073170731707318,10,2.1,2,0.2,0.5044,0.6318170731707317,58.81707317073171,9012.036585365855,100.0,96.78870235099855,63.682726620035375,67.2469512195122,64.0,53.28083989501313,78.90941246663493,良
EQ-0377,重庆两江220kV_隔离开关_01,隔离开关,220kV,重庆两江220kV变电站,西南,新东北电气,2011-11-12,30,15,rated_current_a=3031.6,正常运行,0.5,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.99625,80,11,0.1375,9,2.6666666666666665,1,0.1111111111111111,0.5767878048780487,0.7214170731707317,58.81707317073171,9012.036585365855,100.0,96.78870235099855,48.04713123493368,72.373125,80.0,60.629921259842526,78.8861275931707,良
