设备编号,缺陷发现日期,90天内是否故障
EQ-0395,2023-02-16,0
EQ-0012,2023-02-16,0
EQ-0147,2023-02-16,0
EQ-0166,2023-02-16,0
EQ-0053,2023-02-16,0
EQ-0201,2023-02-16,0
EQ-0013,2023-02-16,0
EQ-0172,2023-02-16,0
EQ-0152,2023-02-16,0
EQ-0081,2023-02-16,0
EQ-0236,2023-02-16,0
EQ-0428,2023-02-16,0
EQ-0427,2023-02-17,0
EQ-0003,2023-02-17,0
EQ-0347,2023-02-17,1
EQ-0080,2023-02-17,0
EQ-0214,2023-02-17,0
EQ-0337,2023-02-17,0
EQ-0060,2023-02-17,0
EQ-0118,2023-02-17,0
EQ-0056,2023-02-17,0
EQ-0173,2023-02-17,0
EQ-0433,2023-02-17,0
EQ-0263,2023-02-17,0
EQ-0320,2023-02-17,0
EQ-0273,2023-02-17,0
EQ-0002,2023-02-17,0
EQ-0377,2023-02-17,0
EQ-0022,2023-02-17,0
EQ-0392,2023-02-17,0
EQ-0134,2023-02-17,0
EQ-0006,2023-02-17,0
EQ-0031,2023-02-17,0
EQ-0027,2023-02-17,0
EQ-0388,2023-02-17,0
EQ-0319,2023-02-17,0
EQ-0227,2023-02-17,0
EQ-0156,2023-02-18,0
EQ-0266,2023-02-18,0
EQ-0279,2023-02-18,0
EQ-0363,2023-02-18,0
EQ-0396,2023-02-18,1
EQ-0217,2023-02-18,0
EQ-0189,2023-02-18,0
EQ-0231,2023-02-18,0
EQ-0273,2023-02-18,0
EQ-0170,2023-02-18,0
EQ-0161,2023-02-18,0
EQ-0334,2023-02-18,0
EQ-0043,2023-02-18,0
EQ-0228,2023-02-18,0
EQ-0240,2023-02-18,0
EQ-0358,2023-02-18,0
EQ-0064,2023-02-18,0
EQ-0151,2023-02-18,0
EQ-0260,2023-02-18,0
EQ-0416,2023-02-18,0
EQ-0047,2023-02-19,0
EQ-0318,2023-02-19,0
EQ-0163,2023-02-19,0
EQ-0050,2023-02-19,0
EQ-0033,2023-02-19,0
EQ-0392,2023-02-19,0
EQ-0401,2023-02-19,0
EQ-0398,2023-02-19,0
EQ-0180,2023-02-19,0
EQ-0316,2023-02-19,0
EQ-0327,2023-02-19,0
EQ-0070,2023-02-20,0
EQ-0355,2023-02-20,0
EQ-0110,2023-02-20,0
EQ-0432,2023-02-20,0
EQ-0134,2023-02-20,0
EQ-0424,2023-02-20,1
EQ-0056,2023-02-20,0
EQ-0236,2023-02-20,0
EQ-0096,2023-02-20,0
EQ-0211,2023-02-20,0
EQ-0352,2023-02-20,0
EQ-0032,2023-02-20,0
EQ-0388,2023-02-20,0
EQ-0374,2023-02-20,0
EQ-0033,2023-02-20,0
EQ-0108,2023-02-20,0
EQ-0036,2023-02-20,0
EQ-0328,2023-02-20,0
EQ-0150,2023-02-20,0
EQ-0129,2023-02-20,1
EQ-0292,2023-02-20,0
EQ-0069,2023-02-20,0
EQ-0052,2023-02-21,0
EQ-0132,2023-02-21,0
EQ-0022,2023-02-21,0
EQ-0110,2023-02-21,0
EQ-0305,2023-02-21,0
EQ-0257,2023-02-21,0
EQ-0378,2023-02-21,0
EQ-0174,2023-02-21,0
EQ-0177,2023-02-21,0
EQ-0297,2023-02-21,0
EQ-0254,2023-02-21,0
EQ-0054,2023-02-21,0
EQ-0413,2023-02-21,0
EQ-0281,2023-02-21,0
EQ-0099,2023-02-21,1
EQ-0181,2023-02-21,0
EQ-0203,2023-02-21,0
EQ-0266,2023-02-21,0
EQ-0302,2023-02-21,0
EQ-0206,2023-02-21,0
EQ-0051,2023-02-22,0
EQ-0267,2023-02-22,0
EQ-0415,2023-02-22,0
EQ-0125,2023-02-22,0
EQ-0304,2023-02-22,0
EQ-0222,2023-02-22,0
EQ-0149,2023-02-22,0
EQ-0086,2023-02-22,0
EQ-0437,2023-02-22,0
EQ-0002,2023-02-22,0
EQ-0069,2023-02-22,0
EQ-0262,2023-02-22,0
EQ-0430,2023-02-22,0
EQ-0067,2023-02-22,0
EQ-0246,2023-02-22,0
EQ-0354,2023-02-22,0
EQ-0128,2023-02-22,0
EQ-0212,2023-02-22,0
EQ-0299,2023-02-22,0
EQ-0247,2023-02-22,0
EQ-0312,2023-02-23,0
EQ-0286,2023-02-23,0
EQ-0337,2023-02-23,0
EQ-0167,2023-02-23,0
EQ-0165,2023-02-23,0
EQ-0225,2023-02-23,0
EQ-0044,2023-02-23,0
EQ-0143,2023-02-23,0
EQ-0091,2023-02-23,0
EQ-0043,2023-02-23,0
EQ-0182,2023-02-23,0
EQ-0374,2023-02-23,0
EQ-0163,2023-02-23,0
EQ-0234,2023-02-23,0
EQ-0390,2023-02-23,0
EQ-0361,2023-02-23,1
EQ-0252,2023-02-23,0
EQ-0057,2023-02-23,0
EQ-0196,2023-02-24,0
EQ-0431,2023-02-24,0
EQ-0215,2023-02-24,0
EQ-0216,2023-02-24,0
EQ-0325,2023-02-24,0
EQ-0029,2023-02-24,0
EQ-0040,2023-02-24,0
EQ-0257,2023-02-24,0
EQ-0113,2023-02-24,0
EQ-0199,2023-02-24,0
EQ-0378,2023-02-24,0
EQ-0177,2023-02-24,0
EQ-0423,2023-02-24,0
EQ-0138,2023-02-24,0
EQ-0332,2023-02-24,0
EQ-0014,2023-02-24,0
EQ-0227,2023-02-24,0
EQ-0394,2023-02-24,0
EQ-0027,2023-02-24,0
EQ-0151,2023-02-24,0
EQ-0060,2023-02-24,0
EQ-0349,2023-02-24,0
EQ-0345,2023-02-25,0
EQ-0061,2023-02-25,0
EQ-0162,2023-02-25,0
EQ-0010,2023-02-25,0
EQ-0135,2023-02-25,0
EQ-0122,2023-02-25,0
EQ-0221,2023-02-25,0
EQ-0338,2023-02-25,0
EQ-0095,2023-02-25,0
EQ-0233,2023-02-25,0
EQ-0064,2023-02-25,0
EQ-0425,2023-02-25,0
EQ-0348,2023-02-25,0
EQ-0179,2023-02-25,0
EQ-0353,2023-02-25,0
EQ-0372,2023-02-25,0
EQ-0102,2023-02-25,0
EQ-0309,2023-02-25,0
EQ-0357,2023-02-25,0
EQ-0037,2023-02-26,0
EQ-0041,2023-02-26,0
EQ-0400,2023-02-26,0
EQ-0162,2023-02-26,0
EQ-0395,2023-02-26,0
EQ-0367,2023-02-26,0
EQ-0213,2023-02-26,0
EQ-0389,2023-02-26,0
EQ-0074,2023-02-26,0
EQ-0179,2023-02-26,0
EQ-0203,2023-02-26,0
EQ-0030,2023-02-26,0
EQ-0055,2023-02-26,0
EQ-0420,2023-02-26,0
EQ-0287,2023-02-26,0
EQ-0001,2023-02-26,0
EQ-0421,2023-02-26,0
EQ-0066,2023-02-26,0
EQ-0112,2023-02-26,0
EQ-0146,2023-02-26,1
EQ-0012,2023-02-26,0
EQ-0369,2023-02-26,0
EQ-0045,2023-02-27,0
EQ-0263,2023-02-27,0
EQ-0224,2023-02-27,0
EQ-0402,2023-02-27,0
EQ-0369,2023-02-27,0
EQ-0223,2023-02-27,0
EQ-0307,2023-02-27,0
EQ-0258,2023-02-27,0
EQ-0025,2023-02-27,0
EQ-0184,2023-02-27,0
EQ-0434,2023-02-27,0
EQ-0279,2023-02-27,0
EQ-0438,2023-02-27,0
EQ-0435,2023-02-27,0
EQ-0373,2023-02-27,0
EQ-0207,2023-02-27,0
EQ-0031,2023-02-27,0
EQ-0015,2023-02-27,0
EQ-0107,2023-02-27,0
EQ-0165,2023-02-27,0
EQ-0322,2023-02-27,0
EQ-0187,2023-02-27,1
EQ-0310,2023-02-28,0
EQ-0090,2023-02-28,0
EQ-0278,2023-02-28,0
EQ-0141,2023-02-28,0
EQ-0106,2023-02-28,1
EQ-0123,2023-02-28,0
EQ-0077,2023-02-28,0
EQ-0021,2023-02-28,0
EQ-0079,2023-02-28,0
EQ-0268,2023-02-28,0
EQ-0201,2023-02-28,0
EQ-0059,2023-02-28,0
EQ-0302,2023-02-28,0
EQ-0058,2023-02-28,0
EQ-0376,2023-02-28,0
EQ-0381,2023-02-28,0
EQ-0397,2023-02-28,0
EQ-0142,2023-03-01,0
EQ-0132,2023-03-01,0
EQ-0380,2023-03-01,0
EQ-0165,2023-03-01,0
EQ-0110,2023-03-01,0
EQ-0274,2023-03-01,0
EQ-0047,2023-03-01,0
EQ-0424,2023-03-01,1
EQ-0415,2023-03-01,0
EQ-0023,2023-03-01,0
EQ-0314,2023-03-01,0
EQ-0099,2023-03-01,1
EQ-0431,2023-03-01,0
EQ-0013,2023-03-02,0
EQ-0023,2023-03-02,0
EQ-0070,2023-03-02,0
EQ-0165,2023-03-02,0
EQ-0296,2023-03-02,0
EQ-0280,2023-03-02,0
EQ-0256,2023-03-02,0
EQ-0394,2023-03-02,0
EQ-0008,2023-03-02,0
EQ-0014,2023-03-02,0
EQ-0176,2023-03-02,0
EQ-0114,2023-03-02,0
EQ-0012,2023-03-02,0
EQ-0387,2023-03-02,0
EQ-0240,2023-03-02,0
EQ-0337,2023-03-03,0
EQ-0383,2023-03-03,0
EQ-0084,2023-03-03,0
EQ-0406,2023-03-03,0
EQ-0276,2023-03-03,0
EQ-0154,2023-03-03,0
EQ-0092,2023-03-03,0
EQ-0019,2023-03-03,0
EQ-0340,2023-03-03,0
EQ-0248,2023-03-03,0
EQ-0063,2023-03-03,0
EQ-0007,2023-03-03,0
EQ-0317,2023-03-03,0
EQ-0205,2023-03-03,0
EQ-0177,2023-03-03,0
EQ-0009,2023-03-03,0
EQ-0158,2023-03-03,0
EQ-0297,2023-03-04,0
EQ-0273,2023-03-04,0
EQ-0299,2023-03-04,0
EQ-0199,2023-03-04,0
EQ-0173,2023-03-04,0
EQ-0175,2023-03-04,0
EQ-0254,2023-03-04,0
EQ-0121,2023-03-04,0
EQ-0262,2023-03-04,0
EQ-0003,2023-03-04,0
EQ-0123,2023-03-04,0
EQ-0093,2023-03-04,0
EQ-0344,2023-03-04,0
EQ-0160,2023-03-04,0
EQ-0043,2023-03-04,0
EQ-0270,2023-03-04,0
EQ-0017,2023-03-04,0
EQ-0112,2023-03-04,0
EQ-0206,2023-03-04,0
EQ-0253,2023-03-05,0
EQ-0187,2023-03-05,1
EQ-0094,2023-03-05,0
EQ-0162,2023-03-05,0
EQ-0012,2023-03-05,0
EQ-0236,2023-03-05,0
EQ-0355,2023-03-05,0
EQ-0358,2023-03-05,0
EQ-0367,2023-03-05,0
EQ-0016,2023-03-05,0
EQ-0239,2023-03-05,0
EQ-0366,2023-03-05,0
EQ-0027,2023-03-05,0
EQ-0251,2023-03-05,0
EQ-0360,2023-03-05,0
EQ-0329,2023-03-05,0
EQ-0259,2023-03-05,0
EQ-0436,2023-03-05,0
EQ-0319,2023-03-05,0
EQ-0131,2023-03-05,0
EQ-0427,2023-03-05,0
EQ-0194,2023-03-05,0
EQ-0147,2023-03-06,0
EQ-0316,2023-03-06,0
EQ-0421,2023-03-06,0
EQ-0325,2023-03-06,0
EQ-0350,2023-03-06,0
EQ-0328,2023-03-06,0
EQ-0185,2023-03-06,0
EQ-0281,2023-03-06,0
EQ-0382,2023-03-06,0
EQ-0076,2023-03-06,0
EQ-0026,2023-03-06,0
EQ-0221,2023-03-06,0
EQ-0412,2023-03-07,0
EQ-0091,2023-03-07,0
EQ-0051,2023-03-07,0
EQ-0045,2023-03-07,0
EQ-0341,2023-03-07,0
EQ-0316,2023-03-07,0
EQ-0049,2023-03-07,0
EQ-0110,2023-03-07,0
EQ-0036,2023-03-07,0
EQ-0177,2023-03-07,0
EQ-0175,2023-03-07,0
EQ-0393,2023-03-07,0
EQ-0164,2023-03-07,0
EQ-0071,2023-03-07,1
EQ-0182,2023-03-07,0
EQ-0061,2023-03-07,0
EQ-0432,2023-03-07,0
EQ-0150,2023-03-07,0
EQ-0388,2023-03-07,0
EQ-0307,2023-03-07,0
EQ-0080,2023-03-07,0
EQ-0124,2023-03-07,0
EQ-0306,2023-03-07,0
EQ-0081,2023-03-08,0
EQ-0255,2023-03-08,0
EQ-0032,2023-03-08,0
EQ-0100,2023-03-08,0
EQ-0172,2023-03-08,0
EQ-0322,2023-03-08,0
EQ-0144,2023-03-08,0
EQ-0385,2023-03-08,0
EQ-0082,2023-03-08,1
EQ-0416,2023-03-08,0
EQ-0268,2023-03-08,0
EQ-0229,2023-03-08,0
EQ-0226,2023-03-08,0
EQ-0011,2023-03-08,0
EQ-0203,2023-03-09,0
EQ-0022,2023-03-09,0
EQ-0327,2023-03-09,0
EQ-0269,2023-03-09,0
EQ-0001,2023-03-09,0
EQ-0236,2023-03-09,0
EQ-0228,2023-03-09,0
EQ-0075,2023-03-09,1
EQ-0235,2023-03-09,0
EQ-0438,2023-03-09,0
EQ-0134,2023-03-09,0
EQ-0097,2023-03-10,0
EQ-0037,2023-03-10,0
EQ-0126,2023-03-10,0
EQ-0055,2023-03-10,0
EQ-0233,2023-03-10,0
EQ-0304,2023-03-10,0
EQ-0232,2023-03-10,1
EQ-0016,2023-03-10,0
EQ-0064,2023-03-10,0
EQ-0285,2023-03-10,0
EQ-0224,2023-03-10,0
EQ-0399,2023-03-10,0
EQ-0301,2023-03-10,0
EQ-0191,2023-03-10,0
EQ-0313,2023-03-10,0
EQ-0257,2023-03-10,0
EQ-0047,2023-03-10,0
EQ-0401,2023-03-11,0
EQ-0370,2023-03-11,0
EQ-0417,2023-03-11,0
EQ-0178,2023-03-11,0
EQ-0311,2023-03-11,0
EQ-0373,2023-03-11,0
EQ-0392,2023-03-11,0
EQ-0052,2023-03-11,0
EQ-0029,2023-03-11,0
EQ-0237,2023-03-11,0
EQ-0422,2023-03-11,0
EQ-0152,2023-03-11,0
EQ-0034,2023-03-11,0
EQ-0391,2023-03-11,1
EQ-0388,2023-03-11,0
EQ-0404,2023-03-11,1
EQ-0354,2023-03-11,0
EQ-0298,2023-03-12,0
EQ-0011,2023-03-12,0
EQ-0424,2023-03-12,1
EQ-0113,2023-03-12,0
EQ-0287,2023-03-12,0
EQ-0021,2023-03-12,0
EQ-0378,2023-03-12,0
EQ-0288,2023-03-12,0
EQ-0291,2023-03-12,0
EQ-0079,2023-03-12,0
EQ-0315,2023-03-12,0
EQ-0056,2023-03-12,0
EQ-0148,2023-03-12,0
EQ-0044,2023-03-13,0
EQ-0005,2023-03-13,0
EQ-0163,2023-03-13,0
EQ-0067,2023-03-13,0
EQ-0397,2023-03-13,0
EQ-0159,2023-03-13,0
EQ-0254,2023-03-13,0
EQ-0381,2023-03-13,0
EQ-0031,2023-03-13,0
EQ-0214,2023-03-13,0
EQ-0209,2023-03-13,0
EQ-0060,2023-03-13,0
EQ-0207,2023-03-13,0
EQ-0018,2023-03-13,0
EQ-0002,2023-03-13,0
EQ-0263,2023-03-14,0
EQ-0216,2023-03-14,0
EQ-0398,2023-03-14,0
EQ-0262,2023-03-14,0
EQ-0429,2023-03-14,0
EQ-0040,2023-03-14,0
EQ-0266,2023-03-14,0
EQ-0174,2023-03-14,0
EQ-0152,2023-03-14,0
EQ-0244,2023-03-14,0
EQ-0418,2023-03-14,0
EQ-0068,2023-03-14,0
EQ-0281,2023-03-14,0
EQ-0219,2023-03-14,0
EQ-0119,2023-03-14,0
EQ-0009,2023-03-14,0
EQ-0041,2023-03-14,0
EQ-0090,2023-03-14,0
EQ-0049,2023-03-14,0
EQ-0130,2023-03-15,0
EQ-0387,2023-03-15,0
EQ-0137,2023-03-15,0
EQ-0015,2023-03-15,0
EQ-0167,2023-03-15,0
EQ-0095,2023-03-15,0
EQ-0065,2023-03-15,0
EQ-0024,2023-03-15,0
EQ-0439,2023-03-15,0
EQ-0274,2023-03-15,0
EQ-0072,2023-03-15,0
EQ-0013,2023-03-15,0
EQ-0014,2023-03-15,0
EQ-0087,2023-03-15,0
EQ-0157,2023-03-15,0
EQ-0069,2023-03-15,0
EQ-0295,2023-03-15,0
EQ-0202,2023-03-15,0
EQ-0150,2023-03-15,0
EQ-0335,2023-03-15,0
EQ-0389,2023-03-15,0
EQ-0108,2023-03-15,0
EQ-0395,2023-03-15,0
EQ-0060,2023-03-15,0
EQ-0197,2023-03-15,0
EQ-0025,2023-03-15,0
EQ-0038,2023-03-16,0
EQ-0256,2023-03-16,0
EQ-0323,2023-03-16,0
EQ-0384,2023-03-16,0
EQ-0426,2023-03-16,0
EQ-0403,2023-03-16,0
EQ-0015,2023-03-16,0
EQ-0393,2023-03-16,0
EQ-0005,2023-03-16,0
EQ-0405,2023-03-16,0
EQ-0230,2023-03-16,0
EQ-0195,2023-03-16,0
EQ-0003,2023-03-16,0
EQ-0056,2023-03-16,0
EQ-0368,2023-03-16,0
EQ-0210,2023-03-16,0
EQ-0220,2023-03-16,0
EQ-0190,2023-03-16,0
EQ-0377,2023-03-16,0
EQ-0213,2023-03-16,0
EQ-0414,2023-03-17,0
EQ-0211,2023-03-17,0
EQ-0010,2023-03-17,0
EQ-0423,2023-03-17,0
EQ-0179,2023-03-17,0
EQ-0380,2023-03-17,0
EQ-0268,2023-03-17,0
EQ-0379,2023-03-17,0
EQ-0020,2023-03-17,0
EQ-0044,2023-03-17,0
EQ-0377,2023-03-17,0
EQ-0283,2023-03-17,1
EQ-0031,2023-03-17,0
EQ-0074,2023-03-17,0
EQ-0189,2023-03-17,0
EQ-0059,2023-03-17,0
EQ-0006,2023-03-17,0
EQ-0282,2023-03-17,0
EQ-0408,2023-03-18,0
EQ-0338,2023-03-18,0
EQ-0260,2023-03-18,0
EQ-0356,2023-03-18,0
EQ-0364,2023-03-18,1
EQ-0215,2023-03-18,0
EQ-0331,2023-03-18,0
EQ-0302,2023-03-18,0
EQ-0186,2023-03-18,0
EQ-0002,2023-03-18,0
EQ-0148,2023-03-18,0
EQ-0373,2023-03-18,0
EQ-0184,2023-03-18,0
EQ-0317,2023-03-18,0
EQ-0053,2023-03-18,0
EQ-0086,2023-03-18,0
EQ-0106,2023-03-18,1
EQ-0022,2023-03-18,0
EQ-0227,2023-03-18,0
EQ-0433,2023-03-18,0
EQ-0088,2023-03-18,0
EQ-0382,2023-03-19,0
EQ-0033,2023-03-19,0
EQ-0183,2023-03-19,0
EQ-0379,2023-03-19,0
EQ-0054,2023-03-19,0
EQ-0326,2023-03-19,1
EQ-0225,2023-03-19,0
EQ-0280,2023-03-19,0
EQ-0098,2023-03-19,0
EQ-0346,2023-03-19,0
EQ-0198,2023-03-19,0
EQ-0375,2023-03-19,0
EQ-0278,2023-03-19,0
EQ-0433,2023-03-19,0
EQ-0107,2023-03-19,0
EQ-0045,2023-03-19,0
EQ-0318,2023-03-19,0
EQ-0332,2023-03-19,0
EQ-0263,2023-03-20,0
EQ-0410,2023-03-20,0
EQ-0120,2023-03-20,0
EQ-0267,2023-03-20,0
EQ-0140,2023-03-20,0
EQ-0007,2023-03-20,0
EQ-0234,2023-03-20,0
EQ-0181,2023-03-20,0
EQ-0192,2023-03-20,0
EQ-0067,2023-03-20,0
EQ-0116,2023-03-20,0
EQ-0180,2023-03-20,1
EQ-0279,2023-03-20,0
EQ-0303,2023-03-20,0
EQ-0050,2023-03-20,0
EQ-0278,2023-03-20,0
EQ-0217,2023-03-20,0
EQ-0381,2023-03-20,0
EQ-0063,2023-03-20,0
EQ-0085,2023-03-20,0
EQ-0062,2023-03-20,0
EQ-0163,2023-03-20,0
EQ-0272,2023-03-20,0
EQ-0273,2023-03-20,0
EQ-0374,2023-03-20,0
EQ-0366,2023-03-21,0
EQ-0351,2023-03-21,0
EQ-0004,2023-03-21,1
EQ-0168,2023-03-21,0
EQ-0275,2023-03-21,0
EQ-0252,2023-03-21,0
EQ-0028,2023-03-21,0
EQ-0134,2023-03-21,0
EQ-0066,2023-03-21,0
EQ-0171,2023-03-21,0
EQ-0330,2023-03-21,0
EQ-0064,2023-03-21,0
EQ-0363,2023-03-21,0
EQ-0145,2023-03-21,0
EQ-0164,2023-03-21,0
EQ-0279,2023-03-21,0
EQ-0088,2023-03-21,0
EQ-0437,2023-03-21,0
EQ-0425,2023-03-21,0
EQ-0089,2023-03-21,0
EQ-0065,2023-03-21,0
EQ-0321,2023-03-21,0
EQ-0174,2023-03-21,0
EQ-0203,2023-03-22,0
EQ-0407,2023-03-22,0
EQ-0392,2023-03-22,0
EQ-0265,2023-03-22,0
EQ-0128,2023-03-22,0
EQ-0348,2023-03-22,0
EQ-0159,2023-03-22,0
EQ-0212,2023-03-22,0
EQ-0126,2023-03-22,0
EQ-0402,2023-03-23,0
EQ-0247,2023-03-23,0
EQ-0170,2023-03-23,0
EQ-0151,2023-03-23,0
EQ-0046,2023-03-23,0
EQ-0111,2023-03-23,0
EQ-0039,2023-03-23,1
EQ-0010,2023-03-23,0
EQ-0157,2023-03-23,0
EQ-0193,2023-03-23,0
EQ-0420,2023-03-23,0
EQ-0162,2023-03-23,0
EQ-0300,2023-03-24,0
EQ-0359,2023-03-24,0
EQ-0040,2023-03-24,0
EQ-0413,2023-03-24,0
EQ-0252,2023-03-24,0
EQ-0027,2023-03-24,0
EQ-0260,2023-03-24,0
EQ-0431,2023-03-24,0
EQ-0245,2023-03-24,0
EQ-0201,2023-03-24,0
EQ-0037,2023-03-24,0
EQ-0416,2023-03-24,0
EQ-0238,2023-03-24,0
EQ-0312,2023-03-24,0
EQ-0218,2023-03-24,0
EQ-0135,2023-03-24,0
EQ-0334,2023-03-24,0
EQ-0430,2023-03-24,0
EQ-0266,2023-03-24,0
EQ-0139,2023-03-25,0
EQ-0038,2023-03-25,0
EQ-0196,2023-03-25,0
EQ-0257,2023-03-25,0
EQ-0103,2023-03-25,0
EQ-0389,2023-03-25,0
EQ-0369,2023-03-25,0
EQ-0390,2023-03-25,0
EQ-0033,2023-03-25,0
EQ-0001,2023-03-25,0
EQ-0166,2023-03-25,0
EQ-0201,2023-03-25,0
EQ-0188,2023-03-25,0
EQ-0115,2023-03-25,0
EQ-0138,2023-03-25,0
EQ-0293,2023-03-25,0
EQ-0122,2023-03-25,0
EQ-0118,2023-03-25,0
EQ-0043,2023-03-25,0
EQ-0243,2023-03-25,0
EQ-0039,2023-03-25,1
EQ-0129,2023-03-25,0
EQ-0395,2023-03-26,0
EQ-0058,2023-03-26,0
EQ-0143,2023-03-26,0
EQ-0277,2023-03-26,0
EQ-0101,2023-03-26,0
EQ-0371,2023-03-26,0
EQ-0055,2023-03-26,0
EQ-0109,2023-03-26,0
EQ-0020,2023-03-26,0
EQ-0042,2023-03-26,0
EQ-0362,2023-03-26,0
EQ-0372,2023-03-26,0
EQ-0396,2023-03-26,1
EQ-0078,2023-03-26,0
EQ-0048,2023-03-26,0
EQ-0153,2023-03-26,0
EQ-0008,2023-03-26,1
EQ-0242,2023-03-26,0
EQ-0394,2023-03-27,0
EQ-0292,2023-03-27,0
EQ-0052,2023-03-27,0
EQ-0061,2023-03-27,0
EQ-0051,2023-03-27,0
EQ-0437,2023-03-27,0
EQ-0178,2023-03-27,0
EQ-0149,2023-03-27,0
EQ-0234,2023-03-27,0
EQ-0294,2023-03-27,0
EQ-0127,2023-03-27,0
EQ-0361,2023-03-27,1
EQ-0249,2023-03-27,0
EQ-0264,2023-03-27,0
EQ-0208,2023-03-27,0
EQ-0284,2023-03-27,0
EQ-0246,2023-03-27,0
EQ-0365,2023-03-27,0
EQ-0093,2023-03-28,0
EQ-0156,2023-03-28,0
EQ-0378,2023-03-28,0
EQ-0050,2023-03-28,0
EQ-0083,2023-03-28,0
EQ-0376,2023-03-28,0
EQ-0069,2023-03-28,0
EQ-0302,2023-03-28,0
EQ-0066,2023-03-28,0
EQ-0290,2023-03-28,0
EQ-0028,2023-03-28,0
EQ-0331,2023-03-28,0
EQ-0151,2023-03-28,0
EQ-0320,2023-03-28,0
EQ-0136,2023-03-28,0
EQ-0154,2023-03-28,0
EQ-0155,2023-03-28,0
EQ-0343,2023-03-28,0
EQ-0339,2023-03-29,0
EQ-0400,2023-03-29,0
EQ-0324,2023-03-29,0
EQ-0259,2023-03-29,0
EQ-0036,2023-03-29,0
EQ-0258,2023-03-29,0
EQ-0409,2023-03-29,1
EQ-0077,2023-03-29,0
EQ-0352,2023-03-29,0
EQ-0035,2023-03-29,0
EQ-0181,2023-03-29,0
EQ-0434,2023-03-29,0
EQ-0105,2023-03-29,0
EQ-0153,2023-03-29,0
EQ-0104,2023-03-29,0
EQ-0096,2023-03-29,0
EQ-0244,2023-03-29,0
EQ-0102,2023-03-29,0
EQ-0155,2023-03-29,0
EQ-0144,2023-03-29,0
EQ-0336,2023-03-29,1
EQ-0435,2023-03-29,0
EQ-0172,2023-03-29,0
EQ-0062,2023-03-29,0
EQ-0158,2023-03-30,0
EQ-0337,2023-03-30,0
EQ-0432,2023-03-30,0
EQ-0173,2023-03-30,0
EQ-0227,2023-03-30,0
EQ-0391,2023-03-30,1
EQ-0427,2023-03-30,0
EQ-0166,2023-03-30,0
EQ-0231,2023-03-30,0
EQ-0146,2023-03-30,0
EQ-0357,2023-03-30,0
EQ-0053,2023-03-30,0
EQ-0402,2023-03-30,0
EQ-0261,2023-03-30,0
EQ-0161,2023-03-30,0
EQ-0261,2023-03-31,0
EQ-0289,2023-03-31,0
EQ-0308,2023-03-31,0
EQ-0309,2023-03-31,0
EQ-0030,2023-03-31,0
EQ-0042,2023-03-31,0
EQ-0057,2023-03-31,0
EQ-0365,2023-03-31,0
EQ-0204,2023-03-31,0
EQ-0133,2023-03-31,0
EQ-0369,2023-03-31,0
EQ-0179,2023-03-31,0
EQ-0117,2023-03-31,0
EQ-0214,2023-03-31,0
EQ-0342,2023-03-31,0
EQ-0434,2023-03-31,0
EQ-0125,2023-03-31,0
EQ-0222,2023-03-31,0
EQ-0223,2023-03-31,0
EQ-0371,2023-03-31,0
EQ-0353,2023-03-31,0
EQ-0156,2023-03-31,0
EQ-0386,2023-04-01,0
EQ-0265,2023-04-01,0
EQ-0417,2023-04-01,0
EQ-0174,2023-04-01,0
EQ-0366,2023-04-01,0
EQ-0147,2023-04-01,0
EQ-0389,2023-04-01,0
EQ-0171,2023-04-01,0
EQ-0216,2023-04-01,0
EQ-0148,2023-04-01,0
EQ-0056,2023-04-01,0
EQ-0378,2023-04-01,0
EQ-0227,2023-04-01,0
EQ-0066,2023-04-01,0
EQ-0017,2023-04-01,0
EQ-0125,2023-04-01,0
EQ-0194,2023-04-01,0
EQ-0167,2023-04-01,0
EQ-0344,2023-04-01,0
EQ-0103,2023-04-02,0
EQ-0097,2023-04-02,0
EQ-0373,2023-04-02,0
EQ-0161,2023-04-02,0
EQ-0047,2023-04-02,0
EQ-0165,2023-04-02,0
EQ-0425,2023-04-02,0
EQ-0424,2023-04-02,1
EQ-0020,2023-04-02,0
EQ-0394,2023-04-02,0
EQ-0249,2023-04-02,0
EQ-0099,2023-04-02,0
EQ-0122,2023-04-02,0
EQ-0434,2023-04-02,0
EQ-0034,2023-04-02,0
EQ-0002,2023-04-02,0
EQ-0413,2023-04-02,0
EQ-0299,2023-04-02,0
EQ-0235,2023-04-03,0
EQ-0314,2023-04-03,0
EQ-0078,2023-04-03,0
EQ-0049,2023-04-03,0
EQ-0012,2023-04-03,0
EQ-0159,2023-04-03,0
EQ-0426,2023-04-03,0
EQ-0083,2023-04-03,0
EQ-0066,2023-04-03,0
EQ-0060,2023-04-04,0
EQ-0052,2023-04-04,0
EQ-0114,2023-04-04,0
EQ-0223,2023-04-04,0
EQ-0127,2023-04-04,0
EQ-0155,2023-04-04,0
EQ-0274,2023-04-04,0
EQ-0110,2023-04-04,0
EQ-0138,2023-04-04,0
EQ-0243,2023-04-04,0
EQ-0260,2023-04-04,0
EQ-0341,2023-04-04,0
EQ-0166,2023-04-04,0
EQ-0231,2023-04-04,0
EQ-0030,2023-04-05,0
EQ-0267,2023-04-05,0
EQ-0038,2023-04-05,0
EQ-0391,2023-04-05,1
EQ-0049,2023-04-05,0
EQ-0350,2023-04-05,0
EQ-0172,2023-04-05,0
EQ-0348,2023-04-05,0
